Director,Movie IDs
Peter R. Hunt,"[48686, 668, 26444, 47737, 64923, 46971, 85013]"
Stephen Carpenter,"[48660, 14033]"
Jeffrey Obrow,"[48660, 38246, 41237]"
Bertrand Blier,"[3934, 4267, 4031, 42337, 48524, 38505, 38438, 48709, 5070, 50845, 63481, 64504, 130638]"
Jerrold Freedman,"[108312, 8490]"
Jeffery Delman,[66194]
Graeme Clifford,"[3526, 1380, 69035]"
Károly Makk,"[197239, 42516, 42485, 245072, 191428, 100215]"
Brad Bird,"[10386, 9806, 2062, 56292, 13932, 158852]"
Paul McGuigan,"[12229, 10394, 25935, 11208, 186, 13455, 228066, 265758]"
Tod Williams,"[67323, 1944, 41436, 168098]"
John Turturro,"[91076, 111883, 13994, 214030, 211166]"
Gary Sinyor,"[89861, 2020, 22747]"
Adam Rifkin,"[9781, 10694, 69342, 79771, 17025, 266880, 55249, 28340]"
Anne Wheeler,"[18212, 27447, 274007, 58448, 346489]"
Ana Kokkinos,[13817]
Anna Maria Tatò,[126996]
Joseph Henabery,"[38715, 287169, 301883, 335450]"
Peter Hall,"[48781, 122291, 182129, 91583]"
Buck Henry,"[12185, 124210]"
Gene Wilder,"[24103, 5968, 29859, 45579]"
Ian MacNaughton,"[9267, 11949]"
Mike Hodges,"[10766, 12706, 1485, 3604, 33525, 33851, 3515, 32940, 71373, 28131]"
Graham Baker,"[10768, 10128, 14157, 5470]"
Ken Finkleman,"[2665, 41625, 409879]"
Masami Hata,"[22611, 77859, 116318]"
William T. Hurtz,"[22611, 255733, 89606]"
Kevin Williamson,[10342]
Mic Rodgers,[10366]
Jeff Franklin,"[15122, 50327]"
Satoshi Kon,"[10494, 33320, 13398, 4977]"
Philip Frank Messina,[126152]
Chuck Workman,"[51679, 154622, 298664, 250434]"
Crane Wilbur,"[35813, 61908]"
Bill Colleran,[141489]
John Gielgud,[141489]
Nanette Burstein,"[113273, 29047, 13259, 38073, 251425, 413834]"
Brett Morgen,"[113273, 29047, 28816, 137285, 319075]"
Patrice Toye,"[103793, 139270]"
Rand Ravich,[2900]
Kevin Brodie,[104896]
Hugh Johnson,[2162]
Aris Iliopulos,[4338]
Ziad Doueiri,"[49184, 46825, 121791]"
Mike Barker,"[18621, 15184, 13250, 30496, 131039, 18359]"
Hampton Fancher,[21719]
Masanori Hata,[47951]
Alfred Sole,"[23761, 84784, 68482]"
S.F. Brownrigg,"[24097, 84233]"
Joseph Sargent,"[42114, 26928, 8333, 580, 31037, 4984, 14801, 33355, 20544, 2701, 250093, 71982, 129405, 19338, 79466, 113582, 96131, 221144, 133148, 83849, 98130, 51681, 281215, 297668, 266314, 69898, 129251, 108259, 263032, 15759, 50299, 19496, 27137, 44688, 46661]"
George Dunning,[12105]
Sam Mendes,"[14, 4147, 25, 4148, 19255, 37724, 206647]"
Tinto Brass,"[9453, 40394, 22705, 28468, 52212, 50124, 135536, 101553, 138273, 137599, 50268, 37265, 55580, 30301, 27066]"
Bob Guccione,[9453]
Giancarlo Lui,[9453]
Kurt Voss,"[142132, 18222, 37497, 91138, 50835]"
Christian Vincent,"[124475, 139651, 66538, 13739, 329809]"
George Abbott,"[40867, 41253, 94854]"
Ken Russell,"[11326, 33516, 11347, 70842, 11542, 40814, 20712, 66027, 31767, 4889, 72899, 31515, 25832, 29865, 58257, 84922, 42603, 67298, 41945]"
Tom DeSimone,"[28377, 29492]"
Jackie Chan,"[10975, 10974, 11563, 16407, 9056, 8697, 25074, 10753, 21519, 21521, 34800, 19274, 76349, 98567, 40863]"
Eric Tsang,"[10974, 52776, 57880]"
Peter Kassovitz,[2290]
Bruce McCulloch,"[62994, 13824, 12770, 14561]"
Audrey Wells,"[60994, 10934]"
Gary Halvorson,"[16112, 273106]"
Kevin Elders,[32305]
John Schultz,"[14429, 21972, 21295, 20856, 60062, 52472, 360606]"
Mark Illsley,"[24066, 14759]"
Jake Scott,"[10381, 31007]"
Andy Mingo,[171982]
Bernard McEveety,"[42486, 45827, 101308, 67493, 42519]"
Dave Fleischer,"[42518, 31309, 46240, 161885, 145977, 161969, 148558, 145963, 95414, 67713]"
Don Coscarelli,"[9638, 15158, 16139, 16146, 16441, 9707, 75761, 100110]"
Richard Franklin,"[10576, 16820, 43089, 48677, 62131, 17212]"
Anthony Perkins,[12662]
Kimberly Peirce,"[226, 8988, 133805]"
Tessa Blake,[288772]
Cédric Kahn,"[55107, 82550, 25500, 85546, 288587]"
José Luis Garci,"[69851, 81346, 79051, 206018, 60794]"
Jeff Abugov,[17198]
Marcel Carné,"[2457, 59950, 46326, 27053, 48369, 67736, 76651, 45000, 147415, 63681]"
Yuen Woo-ping,"[11230, 12780, 11537, 25425, 11143, 85014, 25645, 37034, 64305, 49642, 263341]"
John Byrum,"[24453, 32069, 190173, 15029]"
Terry Sanders,[56235]
Preston Sturges,"[3086, 16305, 32255, 23001, 42879, 33115, 34778, 36498, 36495]"
Eliseo Subiela,"[48797, 74938, 297677, 45722, 107393, 63004]"
Henry Hathaway,"[19997, 17529, 16211, 4993, 25848, 5921, 18200, 6523, 26205, 65994, 11897, 26038, 76094, 54139, 51277, 21454, 43898, 43308, 21336, 57412, 71171, 42295, 44398, 69847, 64605, 94241, 199072, 242621, 53657, 24006, 56152, 66707, 164073, 111750, 79735, 43419, 71772, 164479, 42782, 57664, 4462, 164504, 43380]"
Charles Vidor,"[3767, 43455, 16618, 61048, 3484, 21622, 40633, 59882, 42066, 32130, 133792, 119764, 41234, 129553, 56598]"
Régis Wargnier,"[2731, 28463, 10087, 48336]"
Robert Aldrich,"[1654, 54575, 10242, 4985, 43329, 31935, 18030, 17691, 30709, 48155, 32087, 10243, 43011, 10299, 31943, 16972, 42491, 12766, 4990, 75938, 46757, 43256, 32070, 86816, 102597, 28661, 106017, 79645, 48852]"
James Bridges,"[31043, 14328, 17170, 49370, 17496, 988, 146121, 52681]"
Guy Hamilton,"[658, 253, 17339, 682, 681, 6028, 34388, 4193, 11463, 10553, 111752, 67377, 16912, 18174, 96828]"
Terence Young,"[657, 646, 660, 117781, 11206, 63888, 33357, 4375, 42358, 77765, 92401, 172747, 119482, 68865, 3013, 27112, 32665, 11842]"
Jamaa Fanaka,"[65448, 65452, 86201]"
William Beaudine,"[73575, 56165, 43688, 97353, 118948, 3149, 118953, 40951, 86901, 213955, 90956, 55603, 227402, 89645, 89145, 110457, 193439, 38404, 110468, 182950, 193459, 185289, 185273, 187516, 156603, 180819, 252916, 115706, 116160, 116190, 193435, 178569]"
Tom McNamara,[73575]
Jennifer Wynne Farmer,[302579]
Valerie Red-Horse,[302579]
David Evans,"[1610, 333356]"
Frank Whaley,"[53151, 99826, 225044]"
Harmony Korine,"[42881, 18415, 16135, 46788, 122081, 190946, 57622, 93904, 191476, 102858]"
Robert Marcarelli,"[29064, 98250, 82868]"
Mervyn LeRoy,"[42196, 37853, 39391, 31916, 43436, 29740, 37658, 41495, 27899, 31511, 22387, 18770, 43824, 84087, 11620, 37631, 19968, 50231, 158800, 42914, 42669, 99627, 43189, 80639, 138341, 109008, 43363, 188468, 121074, 148021, 121250, 33077, 87123, 157343, 26714, 111460, 198176, 217763]"
Bob Fosse,"[16858, 10784, 27094, 42618, 30707, 88496]"
Louis Morneau,"[10496, 26689, 65460, 16763, 132137, 20381]"
Malcolm D. Lee,"[16162, 12277, 14544, 13490, 14655, 4258, 146304, 326423, 417870]"
Antonio Banderas,[31306]
Damon Santostefano,"[10563, 12540, 15157, 74018]"
Michael Cristofer,"[14484, 2057, 14533]"
Tamara Hernandez,[214735]
George Pavlou,[13511]
David Riker,"[46798, 140443]"
William Malone,"[11377, 9544, 19222, 97942, 58903]"
Spike Jonze,"[492, 2757, 16523, 30953, 144680, 152601, 86381, 137014, 37058, 282879, 315534, 106414, 75282, 123979]"
Eric Styles,"[108346, 226672, 49060, 14847]"
Adam Abraham,[98480]
Hayao Miyazaki,"[128, 129, 8392, 10515, 81, 15371, 16859, 11621, 4935, 12429, 149870, 158483, 214676, 10840]"
Donal Lardner Ward,[46286]
Radu Mihaileanu,"[8056, 1986, 25205, 56418]"
Chris Smith,"[14242, 3396, 47924, 39816, 28227]"
Don McKellar,"[16129, 209185]"
Jean-Pierre Dardenne,"[11489, 35172, 11490, 8899, 36108, 63831, 221902, 340481]"
Luc Dardenne,"[11489, 35172, 11490, 8899, 36108, 63831, 221902, 340481]"
Buster Keaton,"[51371, 961, 33015, 32628, 32600, 32318, 34847, 701, 992, 31411, 25768, 25698, 51303, 23282, 38705, 51357, 51358, 51359, 51360, 50704, 51362, 25770, 38742, 38830, 37360, 51364, 51366, 38787, 45807, 51367, 51389, 51355, 46510, 32323, 38812, 51374]"
Brian Yuzna,"[18111, 22244, 11429, 9568, 28260, 37526, 59762]"
Oz Scott,"[31361, 141319, 47631, 151370, 32293]"
Michael Gornick,[16288]
Clyde Bruckman,"[961, 55773, 53522, 42363, 52280]"
Sam Taylor,"[73969, 22596, 41348, 42359, 40574, 42366, 85507, 42368, 41347, 156356, 99946, 248833, 42367, 91715, 291558, 79757]"
Arnold Laven,"[64963, 82838, 170477, 85367, 53949, 37238, 37413]"
Rick Roessler,[85160]
Bruce Malmuth,"[21610, 9569, 30526, 29610]"
Bob Logan,"[11510, 40773]"
Boris Sagal,"[11234, 359353, 391069, 184061, 18682, 26316, 138990, 96089, 55321, 27200, 119801]"
Ken Wiederhorn,"[40771, 24929, 26680, 79649, 59481]"
Maria Maggenti,"[29371, 20405]"
Peter Duffell,"[276635, 39261, 101185]"
Craig Bolotin,"[19052, 34334]"
Michael Haigney,"[10228, 12599, 10991, 10991]"
Kunihiko Yuyama,"[10228, 12599, 10991, 12600, 33875, 115223, 88557, 36218, 227679, 39057, 25961, 34067, 16808, 47292, 150213, 50087, 303903, 350499, 182768, 10991, 12600, 34065]"
Richard Shepard,"[18561, 47252, 9515, 5353, 45485, 192134, 91580]"
Daniel Pyne,[144953]
William Nigh,"[37426, 22965, 22741, 87894, 59706, 60140, 142159, 59701, 242475, 136525, 38494]"
Terry O. Morse,"[51787, 18983, 38470, 38469]"
Bernhard Wicki,"[9289, 42737, 151138, 1566]"
Andrew Marton,"[9289, 43388, 80241, 26158, 205004, 91477, 30374]"
Eric Bross,"[124853, 34043, 82519, 15641, 48186, 62527]"
Kinji Fukasaku,"[11165, 3176, 3177, 34326, 54160, 74289, 47578, 21613, 29290, 62851, 52980, 52874, 64912, 52979, 107637, 90351]"
Toshio Masuda,"[11165, 71720, 361758]"
Paul Newman,"[88875, 52780, 42635, 40083, 91767]"
W.D. Richter,[11379]
Ramón Menéndez,"[29154, 55448, 124108]"
Darko Mitrevski,"[90762, 136743, 57218]"
Aleksandar Popovski,[90762]
Jean Rollin,"[77010, 22130, 29107, 29111, 84473, 29130, 29565, 29128, 29129, 19095, 29562, 80970, 105915]"
Charley Rogers,"[25898, 58012, 82036]"
Gus Meins,"[25898, 268350]"
Hiroshi Inagaki,"[44662, 31372, 31374, 31378, 43121, 20528, 49363]"
Martin Ritt,"[36094, 24748, 34322, 40842, 115332, 27945, 40085, 40634, 1723, 42345, 13580, 84655, 33710, 30702, 17978, 42489, 35129, 53654, 107774, 159615, 85609, 110671]"
Tom Moore,"[34760, 156068]"
Gavin O'Connor,"[55123, 14292, 13150, 59440, 174751, 302946]"
Mario Bava,"[5486, 27632, 5483, 28050, 28043, 27636, 5481, 5482, 5485, 17921, 28055, 2994, 28049, 18696, 28051, 77076, 28063, 168408, 28058, 28061, 88266, 5484, 262871, 66087, 129627, 117567, 325439]"
Ida Lupino,"[41462, 38606, 74122, 31152, 83670, 73492, 121197, 126265]"
Bill Milling,[28604]
Scott Elliott,[54933]
Victor Mignatti,"[41638, 91198]"
Marshall Neilan,"[70801, 70753, 136842]"
Jean Renoir,"[777, 776, 56167, 48365, 51949, 52677, 45219, 45213, 43101, 45212, 45218, 45220, 26614, 45802, 29415, 43878, 53156, 37041, 45215, 43845, 84038, 66812, 43000, 3026, 126958, 132166, 45537]"
George W. George,[5652]
Andrew V. McLaglen,"[19664, 31938, 38800, 21027, 18972, 30708, 38765, 41857, 32303, 15263, 7010, 38450, 32726, 36571, 65502, 86363, 47808, 196784, 22765, 42703, 10841]"
Steven Kampmann,"[32331, 112136]"
William Porter,[32331]
Robert F. Hill,"[76083, 129089, 225503, 282266]"
Edward F. Cline,"[32628, 911, 29353, 42401, 28789, 23282, 38705, 51357, 51358, 51359, 50704, 51362, 25770, 38742, 51364, 51366, 38787, 45807, 51367, 119564, 405280, 148326, 99258, 118134, 116639, 46510, 38812, 85262, 36789, 266541, 53598, 28753]"
Jack Nicholson,"[32669, 34130, 57215]"
Frank Tashlin,"[33666, 18973, 35188, 30801, 37124, 42839, 43317, 50356, 44769, 101281, 42581, 43259, 42305, 37610, 30126, 41028, 111031]"
Mike Mitchell,"[10402, 15566, 11459, 10192, 55301, 136799]"
John Asher,"[35118, 18189, 128639, 73085, 337663, 399802, 383567, 327953, 366692, 297482]"
Tim Roth,[42739]
Roland West,"[26162, 27502, 13847, 27501]"
Peter Bogdanovich,"[25188, 35080, 82545, 31921, 6949, 4703, 11293, 19383, 26670, 27804, 11177, 104364, 4704, 77166, 94623, 31147, 48719, 36530, 245906, 86040]"
Nathan H. Juran,"[15515, 43715, 34276, 15096, 25360, 93562, 18724, 82181, 43248, 107427, 101030, 30345, 47149, 49498, 89242]"
Don Hahn,"[49948, 47813]"
Gaëtan Brizzi,"[49948, 8868]"
Francis Glebas,"[49948, 13691]"
Martha Fiennes,"[30237, 17086]"
Matthew Warchus,"[50116, 234200]"
Radley Metzger,"[94260, 86182, 36446, 70422, 124122, 67018]"
James B. Harris,"[22213, 31701, 17744, 168228]"
Robert Ellis Miller,"[47070, 22176, 31944, 97936, 42714, 115616, 189888]"
John English,"[415072, 61020, 258200, 106355]"
William Witney,"[415072, 38680, 170936, 132939, 53144, 84062, 258200, 72693, 61669, 155685, 52593, 193284]"
Franklin Adreon,"[415072, 73307]"
Mario Camerini,[43194]
Steve Carr,"[10471, 10808, 10708, 7233, 10172, 14560, 87818, 369883]"
Julie Taymor,"[12524, 1360, 4688]"
Jennifer Leitzes,[30814]
Julian Goldberger,"[104878, 44813]"
Aviva Kempner,"[41276, 50069, 336268]"
Jay Russell,"[17908, 13768, 11128, 54318, 300187, 49855]"
Marion Hänsel,"[125317, 197552, 2197]"
Santosh Sivan,"[48233, 4435, 26506]"
John S. Robertson,"[71067, 3016, 43895, 95862, 230284, 189682]"
George Sidney,"[33734, 17889, 28907, 43199, 34857, 33454, 2098, 17820, 43518, 41609, 25209, 43176, 25167, 44711, 82792, 43546, 108688, 107231, 113743, 96846, 142254, 105406]"
Henry King,"[4460, 53879, 15497, 43516, 43839, 17409, 28100, 84084, 78734, 71436, 61564, 43829, 42567, 29882, 96395, 25190, 44534, 49609, 44533, 81687, 121903, 89086, 52517, 56558, 24006, 117959, 127798, 70734, 131898, 132597]"
Gene Quintano,"[9644, 142946, 68745, 165401]"
Ivan Passer,"[21256, 31593, 41243, 19495, 56448, 77381, 61642, 142150]"
Bruce Timm,"[14919, 13640, 269246, 264170, 256421]"
Eric Radomski,"[14919, 230896]"
Jesús Franco,"[17343, 5620, 31987, 28802, 27699, 84362, 39567, 28768, 3483, 36835, 3485, 28656, 81189, 86647, 68635, 86508, 87503, 19095, 104973, 42591, 72309, 81509, 28279]"
Curtis Harrington,"[38775, 42530, 76875, 27642, 72091, 6976, 85695, 70903, 26702]"
Francesco Rosi,"[21193, 30529, 27523, 62789, 62382, 42150, 58383, 86785, 60543, 5839, 59230, 156135, 78101, 163706, 73954]"
Hiroshi Teshigahara,"[16672, 41939, 29452, 37239, 54146, 56599, 244956]"
Kris Isacsson,[10472]
Alfonso Albacete,"[79474, 17899]"
Miguel Bardem,[79474]
David Menkes,"[79474, 17899, 258751]"
Irving Rapper,"[53714, 32847, 33731, 25502, 43492, 120747, 43491, 84086, 68443, 94551, 107443, 148766]"
Herbert Blaché,[51392]
Winchell Smith,[51392]
Desmond Davis,"[110479, 10323, 64811]"
Charles R. Rondeau,"[299121, 89763]"
Art Linson,"[13005, 38980]"
George Englund,"[65134, 53650]"
Mikael Kristersson,[121738]
Khyentse Norbu,"[14521, 37232]"
Alejandro Springall,[46835]
Mikhail Kalatozov,"[32015, 38360, 83539, 8063, 158968, 142770]"
Stephen Surjik,"[8873, 13687, 70374]"
Fran Rubel Kuzui,[10206]
Benoît Poelvoorde,[10086]
Rémy Belvaux,[10086]
André Bonzel,[10086]
Gary Sinise,[9609]
Troy Duffy,"[8374, 22821]"
Eric Blakeney,[29076]
Ventura Pons,"[80471, 41645]"
Monika Treut,[49477]
Lorenzo Doumani,[121940]
Susan Muska,"[113096, 105778]"
Gréta Olafsdóttir,"[113096, 105778]"
Richard Spence,"[106837, 41366]"
Anthony Harvey,"[27841, 18988, 56764, 66770, 15478, 131194]"
Chris Koch,"[15489, 9582]"
Jun Falkenstein,"[15655, 15400, 13351, 413736]"
Madhur Jaffrey,[68546]
Tina Valinsky,[279444]
Rob Hardy,"[77908, 92384, 25517]"
Lynn Hershman Leeson,"[96484, 81540, 55245]"
James Clavell,"[25934, 42525]"
Julian Johnson,[101383]
Ben Younger,"[14181, 2313, 332979]"
Jasmin Dizdar,"[61416, 407518]"
Steven Okazaki,"[79515, 33588, 413782]"
Edgar G. Ulmer,"[42186, 117026, 20367, 31634, 24106, 50153, 347, 61194, 121975, 29284, 32945, 124250]"
"Max Baer, Jr.",[291861]
Michael Miller,"[33374, 27150, 21950]"
Felix E. Feist,"[43368, 43342, 95977, 73595, 29470, 29467, 38751]"
H. Bruce Humberstone,"[127602, 34127, 21600, 43797, 121238, 58035, 25148, 28044, 33387, 33392, 139922, 82937, 94251, 76084, 232034, 43524, 31770]"
Rod Lurie,"[25212, 6521, 2100, 13074, 14637, 64639, 413349]"
Eric Mendelsohn,"[36048, 68412]"
Søren Kragh-Jacobsen,"[139, 15837, 177865]"
Ken Liotti,[210307]
DJ Pooh,"[47816, 13408]"
Pontus Löwenhielm,[20682]
Patrick von Krusenstjerna,[20682]
Barry W. Blaustein,"[14271, 9927, 55632]"
George Bowers,"[2193, 17824, 53950, 167951]"
Jack Couffer,"[64871, 59427, 53031, 64869]"
Kevin Brownlow,"[54195, 59572, 197726, 91250, 128891, 128892, 128733]"
Andrew Mollo,"[54195, 128891]"
Michael Winner,"[139058, 13939, 14373, 24873, 4281, 1815, 19403, 18196, 42500, 26119, 47561, 42738, 36820, 42526]"
Al Reinert,"[20423, 173192]"
Herschell Gordon Lewis,"[28172, 28180, 28177, 28170, 158443, 101029, 48885, 23506, 31119]"
Winston Hibler,[57855]
László Benedek,"[72086, 28696, 104394, 23334, 84114, 40826]"
George Marshall,"[149687, 18702, 14605, 43828, 11897, 55441, 16090, 43110, 43192, 76568, 1789, 110790, 74088, 75315, 71768, 193878, 156566, 39214, 147726, 117992, 44775, 196862, 175681, 33754, 116500, 94170, 30665, 94176, 108220, 28753]"
Jason Freeland,"[64166, 14196]"
Aileen Ritchie,[73642]
Henri Verneuil,"[22650, 25264, 4235, 34184, 74810, 151232, 33998, 51213, 67659, 40180, 75066, 66568, 72664, 98302, 151227]"
Sidney Poitier,"[26928, 21629, 25001, 29493, 29473, 29464, 10485, 67696]"
Julie Dash,"[68427, 209802, 49635]"
Irving Pichel,"[25392, 1994, 60566, 27203, 61648, 180624, 147903, 50926, 43456, 94641, 53834, 44099, 84085, 177790]"
Marcel L'Herbier,"[67455, 66148, 50181, 54539]"
Stanley Kramer,"[35412, 1879, 1908, 11576, 11414, 23102, 821, 30080, 76117, 30298, 94225, 147106, 32029]"
Kristine Peterson,"[59939, 12702, 40661, 85162]"
J. Elder Wills,"[159727, 244151]"
Paul Flaherty,"[11718, 38965, 2778]"
Jim Goddard,"[58048, 49249]"
James Frawley,"[11176, 24585, 19133, 154073, 85411, 109797]"
Ralph Zondag,"[18890, 10567]"
Dick Zondag,[18890]
Bill L. Norton,"[19736, 33258, 37404, 75834, 55044, 41025]"
Jean Negulesco,"[16535, 10297, 96255, 62000, 35006, 26701, 41503, 30624, 57103, 31148, 33218, 35077, 37596, 76229, 39695, 126596, 95358, 26657, 24006, 34945, 113843]"
Roy Ward Baker,"[10971, 26912, 25993, 39578, 24005, 31952, 34479, 37198, 53868, 42455, 58293, 26480, 30855, 87588, 26121, 28771, 64735, 65777, 39288, 4459, 80082, 152393]"
Raoul Walsh,"[23928, 40639, 26761, 51426, 43490, 42640, 26712, 27725, 16933, 28963, 15794, 61391, 17818, 42538, 37698, 43522, 43348, 17382, 99224, 121707, 76465, 37317, 55236, 26663, 34944, 111607, 86081, 43562, 28484, 120509, 81116, 168408, 33709, 147876, 128048, 43310, 84337, 37123, 175386, 43142, 55240, 74436, 37311]"
Benoît Mariage,[31336]
James Wong,"[9532, 10796, 9286, 14164]"
Christina Andreef,[117259]
Julian Henriques,[78231]
Arthur Lubin,"[25503, 15855, 19953, 29601, 33523, 14604, 13784, 112655, 43387, 33541, 29254, 33486, 44902, 232860]"
Harold Prince,"[150043, 77078]"
Allan A. Goldstein,"[34746, 69075, 55916, 254575, 7290]"
Newt Arnold,"[11690, 128174]"
Sidney Franklin,"[36652, 43693, 99283, 126925, 84303, 120977, 174594, 5201, 95004, 143277, 241374]"
Andrzej Bartkowiak,"[2085, 10877, 10623, 8814, 15268]"
Mark Piznarski,"[13539, 60695]"
Mark Hanlon,[109479]
Javier Elorrieta,[75892]
Jean Yarbrough,"[99008, 41021, 18698, 23104, 45322, 186268, 166904, 36704, 33482, 184328, 230182, 54050, 84720, 84419]"
Peter Brook,"[9960, 44258, 150523, 42495, 42495]"
Rafal Zielinski,"[49338, 33135, 45862, 25164, 44191, 93116, 104413, 112525]"
Richard C. Sarafian,"[2102, 11951, 27271, 75905, 86133, 42472, 46845, 118887, 244418, 114953]"
John Llewellyn Moxey,"[39890, 15360, 171292, 30933, 42717, 288503, 278758]"
Alain Tanner,"[42237, 101330, 62978]"
Luis Valdez,"[16620, 76397]"
David Seltzer,"[13346, 40820, 48345, 31962]"
Don Michael Paul,"[10501, 10167, 15581, 168676, 290729, 285423, 339530, 135309, 383121, 407375]"
Bibo Bergeron,"[10501, 10555, 77459]"
Armando Crispino,"[96167, 64725]"
David MacDonald,"[24212, 157283, 93335]"
Robert Clarke,[41038]
Tom Boutross,[41038]
Eugenio Martín,"[32613, 73832, 79683, 29498, 130457]"
David Beaird,"[39406, 61144, 38986, 110538]"
George Fitzmaurice,"[85689, 53857, 35545, 52358, 120835, 104439, 127812, 53853, 144111, 39048]"
Sergio Martino,"[31624, 30903, 69872, 30901, 23807, 16825, 129579, 121342, 58080, 105860, 75754, 80067, 19946, 39973, 27905, 67180, 67219, 43548, 64666, 197335, 82341, 67221, 84729, 275239, 48805, 39371]"
Abbe Wool,[40841]
Bruce Joel Rubin,[41659]
Bonnie Hunt,"[2621, 187541]"
Pip Karmel,[49721]
James Young,"[184885, 54242]"
William Asher,"[26879, 26484, 39113, 26483, 89743, 27376, 72901, 30299, 67740]"
Giuliano Montaldo,"[48211, 71642, 54154, 45138, 82662, 59156, 64943, 100888, 76851]"
Francis Megahy,[28975]
Steve Gordon,[13665]
Neal Israel,"[12309, 23470, 47819, 180162, 18038, 31462, 114255]"
Alain Resnais,"[61560, 39543, 4024, 2817, 5544, 4781, 803, 54140, 51945, 24170, 59847, 60623, 54563, 63978, 37842, 37927, 4798, 61296, 63172, 103717, 109364, 15377, 46983]"
Jon Jost,"[123757, 220500, 123782, 189875, 192178]"
Kon Ichikawa,"[27197, 33319, 31427, 42116, 43618, 97149, 43095, 31334, 188684]"
Edward Norton,[4967]
Marek Kanievska,"[31776, 13703, 31939]"
Damien O'Donnell,"[10557, 54794, 31165]"
Julien Temple,"[27745, 40880, 2210, 16149, 14469, 59533, 42017, 18893, 25832, 128129, 273085, 53871, 283424, 57296, 324317]"
Chris Browne,[46686]
Milton Moses Ginsberg,"[71402, 88065]"
Bobcat Goldthwait,"[26291, 43673, 20178, 74306, 185460, 251016, 348857, 316761, 416867, 380061, 371347]"
Morton DaCosta,"[16347, 13671, 110568]"
Davis Guggenheim,"[18041, 1781, 15568, 22492, 39440, 78056, 338928]"
Gina Prince-Bythewood,"[14736, 12837, 241771, 45602]"
